1.10876,2.84282,1.38325,8.17615,99030.1,
35.2116,1.93594,2.40465,11.3014,8.07561e+08,
58.9845,2.6402,3.0241,7.87893,1.07017e+06,
3.28248,2.18175,1.05083,5.92856,3108.59,
37.955,2.04405,1.25649,42.9259,29.1262,
12.7449,1.75827,1.11572,14.765,6.9442e+06,
23.5743,2.48479,1.04022,0.109349,6.62876e+07,
1.31997,2.15965,1.86693,0.385863,1.38704e+13,
1.17528,2.64225,1.15589,4.06698,286.253,
14.1126,2.09079,2.17611,0.0991911,2.68993e+18,
245.129,2.82811,2.69709,1.25311,2.68467e+15,
23.7229,3.85225,0.839781,14.3618,347647,
3.8131,4.09615,0.91694,7.60372,325450,
57.4873,2.66718,1.32651,0.0385007,21824,
55.3091,2.35305,1.16118,3.03832,387.909,
1.91541,2.45436,2.4987,2.62434,2.37177e+08,
1.91829,2.91769,1.26596,13.5364,4.17034e+10,
129.035,2.85889,2.52374,4.50843,9.18161e+17,
15.5439,2.63153,2.94126,13.7307,9.45547e+07,
308.303,2.8429,1.58213,2.56887,3.80733e+07,
37.0072,2.52544,1.56451,1.36484,1.03103e+07,
19.8458,2.50087,1.10102,3.20411,3.21209e+07,
1.7871,2.65301,1.22008,4.27061,1.33523e+15,
153.086,1.52909,1.74025,0.354006,275991,
12.8166,3.42258,1.53458,0.169008,8.88419e+08,
1.21696,3.05382,0.979678,0.0582567,2.41274e+13,
4.65404,2.598,0.980949,0.244826,529566,
2.81526,3.09965,2.66129,0.242294,1.45329e+15,
88.6068,2.71283,2.60126,0.377765,1.11623e+10,
42.2055,3.38896,1.02979,0.138016,133361,
153.427,3.21023,1.04176,8.58491,1235.68,
2.25239,2.33328,1.15913,0.164309,37942.5,
4.83288,3.3141,0.803789,5.34691,9.96285e+09,
9.0946,3.10318,1.3422,25.0371,16375.4,
34.0085,2.81594,2.62675,0.176859,7.02801e+09,
2.11284,2.65372,1.13983,2.67049,1.29237e+07,
308.45,3.08014,1.52904,3.19909,6.06367e+22,
36.8987,2.68614,3.06099,0.388363,1.60898e+13,
2.06245,1.71637,2.70477,1.14679,2.50177e+07,
1.00771,2.65098,1.179,0.883914,3.75765e+07,
563.378,2.56942,1.24432,0.369028,3.13226e+07,
39.9936,1.89402,2.17793,0.338747,5.29147e+13,
1.45447,2.89444,1.13281,0.725821,1.37147e+14,
7.04551,2.78201,0.930265,0.075006,12320.1,
4.79824,3.95761,0.828403,0.105688,143.349,
2.22515,2.29369,3.21499,1.64139,5.18233e+08,
378.575,1.91994,1.34963,3.06321,2.31978e+10,
28.6353,2.1173,2.13702,0.256012,631710,
284.331,2.17465,1.27144,0.597117,102782,
19.175,2.8106,0.896135,0.191739,1.843e+12,
2.5995,3.14703,1.40749,0.645684,1.67124e+06,
35.9994,2.2438,0.927909,0.089376,2.30746e+16,
319.066,2.56678,3.03461,0.416481,9.08528e+12,
22.2177,2.85141,3.41928,2.14968,6334.7,
1.18445,3.11133,1.61838,0.82199,2.48889e+11,
370.798,2.29267,0.959296,0.931744,1.18518e+06,
4.14905,2.60439,2.44221,0.156001,333513,
2.86935,2.34577,1.71118,0.412347,5.40534e+07,
